Order,LotArea,Alley,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemod,Foundation,BsmtFin,BsmtUnf,AC,GrLivArea,HalfBath,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,WoodDeckSF,PorchSF,YrSold,SalePrice
1456,10316,no,Inside,7,5,2000,2000,PConc,735,257,Y,1865,1,3,3,Gd,7,1,RFn,3,839,0,184,2008,235000
1457,10400,no,Inside,7,5,2001,2001,PConc,0,1257,Y,2161,1,2,3,Gd,8,1,RFn,2,570,0,84,2008,230500
1458,9066,no,Inside,8,5,1999,2000,PConc,668,336,Y,1852,1,2,3,Gd,7,2,Fin,3,660,224,106,2008,230000
1459,11404,no,Inside,7,5,1998,1999,PConc,252,901,Y,2031,1,2,3,Gd,8,1,Fin,2,541,192,84,2008,222500
1460,9240,no,Inside,8,5,2001,2002,PConc,0,1055,Y,2263,1,2,3,Gd,7,1,Fin,2,905,0,234,2008,287000
1461,9720,no,CulDSac,9,5,2001,2002,PConc,1194,163,Y,1947,1,3,3,Gd,7,1,Fin,3,725,168,116,2008,274000
1462,14860,no,CulDSac,8,5,2002,2003,PConc,1538,240,Y,1786,0,3,3,Gd,6,1,RFn,3,715,182,35,2008,300000
1463,11250,no,Corner,8,5,2002,2002,PConc,0,1128,Y,2290,1,2,4,Gd,9,1,Unf,2,779,0,0,2008,255900
1464,8158,no,Inside,7,5,2003,2003,PConc,550,334,Y,1768,1,3,3,Gd,8,0,RFn,2,543,0,63,2008,224900
1465,10905,no,CulDSac,7,5,2003,2003,PConc,0,1129,Y,2327,1,2,4,Gd,9,1,RFn,2,596,0,57,2008,240000
1466,7226,no,CulDSac,7,5,2003,2003,PConc,0,798,Y,1640,1,2,3,Gd,6,0,RFn,2,595,0,45,2008,183000
1467,11690,no,Inside,8,5,1999,2000,PConc,0,850,Y,1764,1,2,3,Gd,7,1,Unf,2,560,120,29,2008,207000
1468,8750,no,Inside,7,5,1994,1995,PConc,642,273,Y,1908,1,3,4,Gd,8,1,Unf,2,493,144,133,2008,210000
1471,13125,no,Inside,6,5,1997,1998,PConc,994,484,Y,1493,0,3,3,Gd,7,1,Fin,2,508,140,39,2008,208900
1473,9135,no,Inside,7,5,2002,2003,PConc,810,726,Y,1536,0,3,3,Gd,7,0,RFn,2,532,192,74,2008,214000
1474,8450,no,Inside,7,5,2003,2003,PConc,706,150,Y,1710,1,3,3,Gd,8,0,RFn,2,548,0,61,2008,208500
1475,9750,no,Inside,7,5,2004,2004,PConc,24,1421,Y,1445,0,2,3,Gd,6,0,Unf,2,470,0,35,2008,186500
1476,8450,no,Inside,7,5,2004,2004,PConc,946,490,Y,1436,0,3,3,Gd,8,0,Unf,2,484,139,98,2008,210000
1477,8320,no,Inside,7,5,2004,2004,PConc,490,280,Y,1582,1,2,3,Gd,6,0,RFn,2,520,0,45,2008,185900
1478,11049,no,Corner,8,5,2007,2007,PConc,0,1234,Y,1234,0,2,3,Gd,7,0,RFn,2,484,0,30,2008,179900
1479,11058,no,Corner,7,6,2007,2007,PConc,56,1508,Y,1564,0,2,3,Gd,6,0,RFn,3,814,0,24,2008,218836
1480,9627,no,Inside,7,5,2007,2007,PConc,24,1327,Y,1361,0,2,3,Gd,6,0,RFn,2,610,0,50,2008,193000
1481,8199,no,Inside,7,5,2005,2005,PConc,648,80,Y,1456,1,3,3,Gd,7,1,Fin,2,410,36,18,2008,189000
1486,8777,no,Inside,5,7,1910,1950,CBlock,0,796,Y,796,0,1,2,TA,4,0,NA,0,0,328,164,2008,85000
1488,9825,no,Inside,5,5,1966,1966,CBlock,609,483,Y,1092,0,1,3,TA,6,0,Unf,1,264,259,161,2008,123000
1489,9937,no,Inside,5,6,1965,1965,CBlock,1120,136,Y,1256,1,2,3,TA,6,0,Fin,1,276,736,68,2008,147500
1490,12102,no,Inside,5,5,1976,1976,CBlock,456,0,Y,1033,1,1,3,TA,6,0,RFn,2,504,224,0,2008,165000
1491,6500,no,Inside,6,6,1976,1976,CBlock,1033,94,Y,1127,2,1,3,TA,6,1,Unf,2,480,0,138,2008,135000
1492,13907,no,Inside,5,6,1940,1969,CBlock,290,706,Y,996,0,2,3,TA,6,1,NA,0,0,144,0,2008,108000
1493,10012,no,Inside,4,5,1972,1972,CBlock,1100,38,Y,1181,0,3,3,TA,6,0,RFn,2,588,0,180,2008,137500
1494,6931,no,Inside,7,5,2003,2004,PConc,0,746,Y,1656,1,2,3,Gd,7,1,Fin,2,397,178,128,2008,165400
1495,9638,no,CulDSac,6,6,1977,1977,CBlock,488,541,Y,1117,0,2,3,TA,6,1,RFn,2,542,292,0,2008,147000
1496,7200,no,Inside,6,7,1976,2001,CBlock,288,396,Y,1398,1,1,3,TA,6,1,Fin,2,440,0,0,2008,160500
1497,7024,no,Inside,4,5,2005,2005,PConc,1024,108,Y,1132,1,2,2,Gd,5,0,Fin,2,451,252,64,2008,176000
1498,47007,no,Inside,5,7,1959,1996,Slab,0,0,Y,3820,1,3,5,Ex,11,2,Unf,2,624,0,372,2008,284700
1499,63887,no,Corner,10,5,2008,2008,PConc,5644,466,Y,5642,1,4,3,Ex,12,3,Fin,2,1418,214,292,2008,160000
1506,12180,no,Inside,5,7,1938,2007,PConc,0,585,Y,1053,1,1,2,Ex,5,0,NA,0,0,42,0,2008,120000
1507,8050,no,Inside,5,8,1947,1993,Slab,0,0,Y,1137,1,1,4,TA,8,0,NA,0,0,0,0,2008,96000
1508,9520,no,Inside,4,5,1953,1953,CBlock,767,144,Y,930,0,1,2,TA,5,0,RFn,1,286,134,0,2008,99000
1509,11767,no,Inside,5,6,1946,1995,CBlock,352,416,Y,1200,0,1,3,TA,6,0,Unf,1,240,0,0,2008,130500
1510,8172,no,Inside,4,6,1954,1972,PConc,0,941,Y,1470,0,2,4,TA,7,0,Unf,1,548,0,156,2008,135000
1511,16466,no,Inside,5,7,1955,1955,PConc,0,816,Y,1393,1,1,3,TA,8,0,Unf,1,300,121,265,2008,135500
1512,7692,no,Inside,4,6,1954,1954,CBlock,0,416,Y,1204,0,1,3,TA,6,0,Unf,1,312,0,0,2008,100000
1513,5142,no,Inside,4,7,1923,2008,PConc,224,725,Y,1292,1,1,3,Gd,6,0,Unf,1,205,0,183,2008,108000
1514,5604,no,Inside,5,6,1925,1950,CBlock,468,396,N,864,0,2,2,TA,5,0,NA,0,0,0,96,2008,98000
1515,8248,yes,Inside,3,3,1914,1950,BrkTil,41,823,N,864,0,2,2,TA,5,0,NA,0,0,0,100,2008,67000
1517,12155,no,Inside,6,8,1925,1950,BrkTil,156,516,N,1482,0,2,4,Fa,7,0,Unf,1,400,0,254,2008,140000
1518,8400,no,Inside,5,8,1939,1997,PConc,378,342,Y,2192,1,2,4,Gd,8,1,Unf,1,240,262,24,2008,179500
1519,8400,no,Inside,6,5,1925,1950,PConc,423,758,Y,1694,0,2,4,TA,7,1,Unf,2,576,342,128,2008,136500
1520,7290,no,Corner,7,8,1921,1950,BrkTil,0,1228,Y,1424,0,2,2,TA,7,1,Unf,1,312,0,90,2008,168000
1521,8525,no,Inside,5,6,1911,1950,PConc,0,940,N,1964,1,1,4,TA,7,0,NA,0,0,0,192,2008,130000
1522,9842,no,Inside,5,6,1921,1998,BrkTil,0,612,Y,2601,1,3,4,TA,8,0,RFn,2,621,183,301,2008,189000
1524,8969,no,Inside,6,6,1926,1950,BrkTil,379,265,Y,1316,0,2,2,TA,6,1,Unf,1,369,0,192,2008,145000
1525,11526,no,Inside,6,7,1922,1994,BrkTil,0,588,Y,2555,0,2,3,TA,11,1,Fin,2,672,431,0,2008,191000
1526,15576,no,Inside,6,7,1915,1976,BrkTil,0,840,Y,1680,0,2,4,TA,8,0,Unf,1,308,0,160,2008,177000
1527,15564,no,Inside,6,6,1914,1995,BrkTil,0,676,Y,1264,0,1,3,TA,6,0,Unf,2,400,424,0,2008,147500
1528,6292,no,Inside,6,5,1930,1950,BrkTil,384,384,N,790,0,1,2,TA,4,0,Unf,1,160,0,141,2008,91000
1529,7609,no,Corner,8,9,1925,1997,PConc,406,392,Y,1512,0,3,3,Gd,7,1,Unf,1,180,85,57,2008,231000
1530,10480,no,Inside,6,5,1936,1950,BrkTil,0,1064,Y,1639,0,1,3,TA,6,0,Unf,1,240,0,0,2008,115000
1531,9650,no,Corner,6,3,1923,1950,BrkTil,0,784,Y,1603,0,1,4,TA,7,1,Unf,2,599,0,217,2008,138000
1532,7200,no,Inside,7,6,1931,2000,BrkTil,0,776,Y,1502,1,1,3,TA,6,1,RFn,1,270,0,112,2008,149000
1533,11988,no,Inside,6,7,1934,1995,CBlock,326,389,Y,1660,1,1,3,TA,6,1,Unf,1,240,0,0,2008,188700
1534,11700,yes,Inside,5,6,1937,1995,CBlock,606,336,Y,1938,0,2,4,Gd,7,1,Unf,1,240,0,40,2008,198000
1535,9260,yes,Inside,5,4,1938,1950,BrkTil,0,884,Y,1374,0,1,3,TA,6,0,Unf,1,225,64,100,2008,110000
1536,7801,no,Corner,6,5,1951,1951,PConc,500,591,N,1091,1,1,2,TA,5,1,Fin,1,344,66,326,2008,104000
1537,9670,no,Inside,8,6,1935,1950,PConc,210,398,Y,1873,1,1,4,TA,9,2,Fin,2,786,0,207,2008,257076
1538,14100,no,Inside,8,9,1935,1997,CBlock,192,536,Y,3447,1,3,4,Gd,11,2,Unf,3,1014,314,12,2008,381000
1539,15660,no,Corner,7,9,1939,2006,CBlock,341,457,Y,1954,2,1,3,Gd,8,2,Unf,2,431,0,269,2008,311500
1540,12392,no,Inside,7,9,1950,2000,CBlock,435,397,Y,2161,1,3,3,Gd,8,2,Fin,2,506,0,96,2008,263400
1541,26073,no,CulDSac,5,5,1956,1956,PConc,1116,782,Y,1898,1,2,3,TA,7,2,Unf,2,484,0,275,2008,236500
1542,14778,no,CulDSac,6,7,1954,2006,CBlock,728,568,Y,1640,0,2,3,Gd,7,1,Unf,2,924,108,216,2008,224000
1545,7000,no,Inside,6,8,1926,1998,BrkTil,339,555,Y,919,0,2,2,TA,5,0,Unf,1,195,0,116,2008,126000
1546,6000,no,Inside,6,8,1940,2006,CBlock,0,720,Y,1090,0,1,3,TA,5,0,Unf,1,240,0,0,2008,120000
1547,3636,no,Inside,4,4,1922,1950,BrkTil,0,796,N,796,0,1,2,TA,5,0,NA,0,0,0,100,2008,55000
1548,5890,no,Corner,6,8,1930,2007,BrkTil,538,278,Y,816,0,1,2,TA,5,0,Unf,1,432,0,96,2008,120500
1549,6900,no,Inside,5,6,1940,1955,CBlock,528,212,Y,778,0,1,2,TA,4,1,Fin,1,924,0,25,2008,120500
1550,8155,no,Inside,5,7,1930,1950,CBlock,0,780,Y,1200,0,1,4,TA,7,0,NA,0,0,0,96,2008,119000
1551,6000,no,Inside,5,5,1967,1967,CBlock,257,367,Y,1656,1,1,3,TA,7,1,Unf,1,288,0,280,2008,126000
1552,7392,no,Inside,5,7,1930,1995,BrkTil,0,520,Y,912,0,1,2,TA,5,0,RFn,1,360,0,90,2008,99500
1553,9000,no,Inside,5,5,1958,1958,CBlock,330,821,Y,1955,0,2,4,TA,7,0,Fin,1,356,0,0,2008,165500
1554,14584,no,Inside,1,5,1952,1952,Slab,0,0,N,733,0,1,2,Fa,4,0,Unf,2,487,0,0,2008,13100
1555,5280,no,Corner,4,7,1895,1950,Stone,0,173,N,1361,0,1,2,TA,6,0,Unf,1,185,0,123,2008,89000
1556,8500,yes,Inside,4,4,1920,1950,BrkTil,0,649,N,1317,0,1,3,TA,6,0,Unf,1,250,0,226,2008,40000
1557,5150,no,Corner,4,7,1910,2000,PConc,0,356,N,1049,0,1,2,TA,5,0,Unf,1,195,0,0,2008,80900
1558,18000,no,Inside,3,4,1935,1950,CBlock,0,894,Y,894,0,1,2,TA,6,0,RFn,3,1248,0,20,2008,81000
1559,9000,no,Inside,4,6,1920,1950,Stone,0,592,Y,864,1,1,3,Fa,5,0,Unf,1,216,0,190,2008,65000
1564,23730,no,Inside,7,5,1996,1997,PConc,700,1140,Y,2032,0,4,3,Gd,7,0,Fin,3,786,0,238,2008,300000
1565,13265,no,CulDSac,8,5,2002,2002,PConc,1218,350,Y,1689,0,3,3,Gd,7,2,RFn,3,857,150,59,2008,271000
1566,11050,no,Inside,7,5,1996,1997,PConc,0,910,Y,1820,1,2,3,Gd,8,1,Unf,3,816,318,32,2008,213000
1567,9880,no,Inside,6,6,1977,1977,CBlock,522,574,Y,1118,0,2,3,TA,6,1,Fin,1,358,203,0,2008,171000
1568,10125,no,Inside,6,6,1977,1977,CBlock,920,276,Y,1279,1,2,3,TA,6,2,Unf,2,473,238,83,2008,171500
1570,9990,no,Inside,4,5,1991,1991,PConc,1383,297,Y,1689,0,3,3,TA,6,1,Unf,2,432,428,120,2008,228500
1573,15498,no,Corner,8,6,1976,1976,CBlock,1565,0,Y,2898,0,3,2,Gd,10,1,Fin,2,665,0,246,2008,287000
1574,11563,no,Inside,8,5,2006,2007,PConc,1036,482,Y,1537,0,3,3,Gd,8,0,Fin,3,788,0,26,2008,294000
1575,9520,no,Inside,8,5,2007,2008,PConc,1513,125,Y,1646,0,3,3,Gd,7,1,RFn,3,800,192,44,2008,293077
1576,12852,no,Corner,8,5,2007,2007,PConc,770,150,Y,1780,1,3,3,Gd,6,1,Fin,2,612,0,192,2008,264966
1577,9802,no,Inside,5,5,2006,2007,PConc,0,352,Y,1442,1,2,3,TA,6,0,Fin,2,400,100,0,2008,172500
1578,9735,no,Inside,5,5,2006,2007,PConc,0,384,Y,1394,1,2,3,Gd,7,0,Fin,2,400,100,0,2008,167500
1579,12018,no,Corner,7,5,2008,2008,PConc,0,796,Y,1612,1,2,3,Gd,6,0,Fin,3,666,0,64,2008,218689
1580,12890,no,Inside,6,5,1989,1989,CBlock,0,1495,Y,1495,0,2,3,TA,8,1,Unf,2,438,252,192,2008,150000
1581,12416,no,Inside,6,5,1986,1986,CBlock,1606,0,Y,1651,0,3,3,TA,7,1,Fin,2,616,192,0,2008,184000
1582,18265,no,Corner,6,5,1986,1986,CBlock,980,276,Y,1256,0,2,3,Gd,6,1,Unf,2,578,282,0,2008,180000
1583,10200,no,Inside,6,5,1988,1989,CBlock,783,678,Y,1509,0,3,3,Gd,5,1,RFn,2,600,224,0,2008,175000
1584,11202,no,Inside,8,5,2003,2003,PConc,1029,403,Y,1440,0,3,3,Gd,7,1,Fin,2,467,185,95,2008,232500
1585,7915,no,Inside,6,5,1999,2000,PConc,1223,443,Y,1675,0,3,3,Gd,6,0,RFn,2,435,165,52,2008,195000
1586,12244,no,Inside,8,5,2003,2003,PConc,871,611,Y,2262,1,3,4,Gd,10,2,Fin,3,749,168,0,2008,305000
1587,11449,no,Inside,8,5,2007,2007,PConc,1011,873,Y,1728,0,3,3,Gd,7,1,Fin,2,520,0,276,2008,298751
1588,11447,no,Inside,8,5,2005,2006,PConc,1571,393,Y,1964,1,3,3,Gd,7,1,Fin,3,892,0,265,2008,370000
1591,9278,no,FR2,5,5,2007,2008,PConc,0,1092,Y,1092,0,1,2,TA,5,0,NA,0,0,0,52,2008,146000
1593,14137,no,Corner,4,5,1964,1964,CBlock,1112,88,Y,1200,0,2,3,TA,6,0,Fin,3,850,0,290,2008,173000
1599,17979,no,Corner,5,6,1968,1968,CBlock,785,328,Y,1160,0,2,3,Gd,6,0,Unf,1,257,81,0,2008,152500
1602,21750,no,Inside,5,5,1954,1954,CBlock,0,988,Y,988,0,1,2,TA,4,0,RFn,2,520,0,0,2008,113000
1603,6490,no,Inside,5,7,1983,1983,CBlock,534,282,Y,816,1,1,2,TA,4,0,Unf,1,264,315,0,2008,128500
1604,6951,no,CulDSac,5,5,1984,1985,CBlock,658,218,Y,923,0,2,3,TA,5,0,Unf,1,264,362,0,2008,119500
1605,6600,no,Inside,5,9,1982,2008,CBlock,641,175,Y,816,1,1,3,Gd,5,1,Unf,1,264,0,0,2008,130500
1606,6600,no,Inside,5,8,1982,2003,PConc,816,0,Y,816,0,2,2,TA,4,0,Fin,2,816,0,0,2008,138000
1607,6600,no,Inside,5,6,1982,2005,CBlock,638,207,Y,845,0,1,3,Gd,6,0,Unf,1,264,0,0,2008,134500
1608,12508,no,Inside,6,7,1940,1985,CBlock,660,323,Y,1750,0,3,4,TA,7,0,Unf,1,423,245,156,2008,160000
1609,12395,no,Corner,5,6,1984,1984,CBlock,647,217,Y,889,0,1,3,TA,6,0,Unf,2,484,0,0,2008,137500
1610,11075,no,Inside,5,4,1969,1969,CBlock,755,29,Y,1968,2,2,4,TA,7,1,RFn,2,530,305,189,2008,172000
1611,56600,no,Inside,5,1,1900,1950,BrkTil,0,686,Y,1836,0,2,4,TA,7,0,Unf,1,288,0,0,2008,103000
1612,10667,no,Inside,6,6,1971,1971,CBlock,838,749,Y,1587,0,2,3,TA,7,1,Unf,2,525,0,44,2007,167300
1613,10628,no,Inside,7,5,1970,1970,CBlock,778,499,Y,1277,0,2,2,TA,5,1,Unf,2,526,0,176,2007,167000
1614,13651,no,Inside,7,6,1973,1973,CBlock,1880,343,Y,2223,0,3,3,TA,8,2,Fin,2,516,300,0,2007,244000
1615,15865,no,Inside,8,6,1970,1970,PConc,1174,1043,Y,2217,0,3,4,Gd,8,1,Unf,2,621,81,431,2007,268000
1616,12394,no,Corner,7,5,2003,2003,PConc,0,847,Y,1733,1,2,3,Gd,7,1,Fin,2,433,100,48,2007,225000
1617,10364,no,Inside,6,5,1995,1996,PConc,0,806,Y,1572,1,2,3,TA,7,1,Fin,2,373,0,40,2007,168000
1618,13869,no,Corner,6,6,1997,1997,PConc,182,612,Y,1470,1,2,3,TA,6,0,Fin,2,388,0,75,2007,177000
1619,8773,no,Inside,6,5,1997,1997,PConc,0,916,Y,1600,1,2,3,TA,7,1,Fin,2,460,100,38,2007,169000
1620,8872,no,Inside,6,5,1997,1997,PConc,0,384,Y,1384,1,2,3,TA,7,1,Fin,2,390,0,0,2007,161500
1622,10147,no,CulDSac,6,5,1994,1994,PConc,186,206,Y,1694,1,2,3,TA,7,1,Fin,2,398,256,64,2007,160000
1623,8637,no,Inside,6,5,1999,2000,PConc,871,52,Y,1714,1,3,3,TA,7,1,Fin,2,451,256,48,2007,180000
1624,7875,no,Inside,7,5,1996,1996,PConc,414,277,Y,1553,1,2,3,Gd,6,0,Fin,2,420,0,44,2007,178750
1625,7875,no,Inside,7,5,1995,1996,PConc,0,1237,Y,1253,0,2,3,TA,6,1,Fin,2,402,220,21,2007,176000
1626,7500,no,Inside,6,5,1999,2003,PConc,0,938,Y,2299,1,3,5,TA,7,1,Fin,2,482,188,30,2007,204000
1627,9556,no,Corner,7,5,1992,1993,PConc,0,1168,Y,1187,0,2,3,Gd,6,0,RFn,2,420,0,21,2007,160000
1628,10784,no,FR2,7,5,1991,1992,PConc,0,384,Y,1472,1,2,3,Gd,7,1,RFn,2,402,164,0,2007,160000
1629,9125,no,Inside,7,5,1992,1992,PConc,0,384,Y,1482,1,2,3,Gd,7,1,Fin,2,392,100,25,2007,163900
1630,7655,no,CulDSac,6,5,1993,1994,PConc,0,903,Y,1642,1,2,3,TA,7,1,RFn,2,392,290,84,2007,168000
1631,18160,no,Inside,6,6,1964,1964,CBlock,550,752,Y,1128,0,2,3,TA,6,1,Unf,2,480,0,354,2007,154204
1636,14157,no,Corner,9,5,2005,2006,PConc,1249,673,Y,1922,0,3,3,Gd,8,1,Fin,3,676,178,51,2007,377426
1637,12328,no,Inside,8,5,2005,2005,PConc,986,163,Y,2541,1,4,4,Ex,10,1,Fin,3,729,120,32,2007,349265
1638,51974,no,CulDSac,9,5,2006,2007,PConc,1101,1559,Y,2338,1,3,4,Gd,8,2,Fin,3,1110,0,457,2007,591587
1641,8089,no,Inside,8,6,2007,2007,PConc,945,474,Y,1419,0,3,2,Gd,7,1,RFn,2,567,140,0,2007,392000
1642,14082,no,Inside,8,5,2006,2006,PConc,1558,662,Y,2234,1,2,1,Gd,7,1,RFn,2,724,390,80,2007,441929
1643,13870,no,Inside,10,5,2006,2007,PConc,1152,590,Y,2042,0,3,3,Ex,8,1,Fin,3,724,240,226,2007,455000
1644,12546,no,Corner,6,7,1981,1981,CBlock,678,762,Y,1440,0,2,3,Gd,7,1,Fin,2,467,0,99,2007,182900
1645,10960,no,Inside,6,5,1984,1984,CBlock,256,1028,Y,1284,0,3,3,TA,5,0,Unf,2,480,0,192,2007,174000
1646,12090,no,Inside,6,7,1984,2003,CBlock,0,585,Y,1868,1,3,3,TA,7,1,Fin,2,477,268,259,2007,178000
1647,12090,no,Inside,7,7,1981,2003,CBlock,321,404,Y,1479,1,2,3,Gd,6,1,RFn,2,484,167,72,2007,176000
1648,12299,no,Inside,7,6,1978,1985,CBlock,1328,201,Y,1664,0,3,3,Gd,7,1,Fin,2,663,0,0,2007,213000
1649,11339,no,Inside,7,5,1979,1979,CBlock,758,22,Y,1930,1,3,4,Gd,9,1,Fin,2,481,192,72,2007,192000
1650,11952,no,Inside,7,6,1977,1977,CBlock,0,808,Y,1969,1,2,3,TA,8,1,RFn,2,534,0,276,2007,190000
1651,12046,no,Inside,6,6,1976,1976,CBlock,156,692,Y,2030,1,2,4,Gd,8,1,Fin,2,551,0,224,2007,195000
1652,10395,no,FR2,6,6,1978,1978,CBlock,605,427,Y,1032,1,2,3,TA,6,1,Unf,2,564,0,0,2007,148000
1653,11850,no,FR2,6,6,1984,1984,CBlock,781,372,Y,1177,0,2,3,Gd,6,0,Fin,2,495,204,103,2007,151500
1654,11584,no,Inside,7,6,1979,1979,CBlock,425,114,Y,1725,1,2,3,TA,6,1,RFn,2,550,0,304,2007,197000
1655,10400,no,Inside,6,5,1979,1999,CBlock,903,356,Y,1353,0,3,2,TA,5,1,RFn,2,478,240,141,2007,192350
1656,10793,no,Inside,5,5,1969,1969,CBlock,780,0,Y,1620,1,2,4,TA,7,0,Fin,2,462,208,0,2007,152000
1657,13001,no,Inside,6,5,1971,1971,CBlock,613,1012,Y,1220,1,2,2,TA,6,1,Unf,2,944,0,249,2007,170000
1658,12243,no,Inside,5,6,1971,1971,CBlock,998,486,Y,1484,0,2,3,TA,7,1,Unf,2,487,224,180,2007,175000
1659,11700,no,Inside,6,6,1968,1968,CBlock,559,143,Y,1743,3,1,3,TA,7,1,Unf,2,539,224,0,2007,175000
1660,12384,no,CulDSac,7,7,1976,1976,CBlock,0,793,Y,1935,1,2,3,TA,7,1,RFn,2,550,0,365,2007,197900
1661,8991,no,CulDSac,7,6,1976,1976,CBlock,1228,0,Y,1324,1,2,3,Gd,5,1,Fin,2,585,407,36,2007,174000
1662,8000,no,Inside,6,6,1974,1974,CBlock,1084,0,Y,1877,1,3,4,TA,8,1,Unf,2,488,0,96,2007,178900
1663,10500,no,FR2,5,7,1971,2005,CBlock,349,23,Y,1109,1,1,3,TA,5,0,Unf,1,288,35,0,2007,139000
1664,10530,no,Corner,6,5,1971,1971,CBlock,317,664,Y,981,1,2,3,TA,5,0,Unf,2,576,0,352,2007,143250
1665,7472,no,CulDSac,7,9,1972,2004,CBlock,626,99,Y,1479,1,2,4,Gd,7,0,Fin,2,484,0,32,2007,184000
1666,9457,no,Inside,5,6,1970,1990,CBlock,566,359,Y,1422,0,2,3,TA,7,0,Unf,2,576,252,0,2007,155000
1667,7920,no,Inside,5,5,1970,2002,CBlock,700,214,Y,914,0,1,3,Ex,5,0,RFn,1,368,120,0,2007,133000
1668,9758,no,Inside,5,5,1971,1971,CBlock,699,251,Y,950,0,1,3,TA,5,0,Unf,1,280,0,0,2007,119500
1669,8294,no,Inside,4,5,1971,1971,CBlock,0,858,Y,872,0,1,3,TA,5,0,Unf,4,480,0,0,2007,123000
1670,7340,no,Inside,4,6,1971,1971,CBlock,322,536,Y,858,0,1,2,TA,4,0,Unf,1,684,0,0,2007,110000
1671,17199,no,FR2,4,7,1961,1961,BrkTil,314,600,Y,914,0,1,2,TA,4,0,Unf,1,270,140,0,2007,128000
1672,9000,no,FR2,4,6,1971,1971,PConc,616,248,Y,864,0,1,3,TA,5,0,Unf,2,528,0,0,2007,120500
1684,7150,no,Inside,5,6,1966,1966,CBlock,725,263,Y,988,0,2,3,TA,5,0,Unf,1,360,0,0,2007,129250
1685,12469,no,FR2,9,5,2006,2007,PConc,1151,639,Y,1816,0,3,3,Ex,7,1,Fin,3,730,186,36,2007,356000
1686,11694,no,Inside,9,5,2007,2007,PConc,48,1774,Y,1828,0,2,3,Gd,9,1,Unf,3,774,0,368,2007,314813
1687,12030,no,Inside,8,5,2007,2007,PConc,0,1694,Y,1694,0,2,3,Gd,7,0,Fin,3,818,168,228,2007,318000
1688,11825,no,Inside,8,5,2006,2007,PConc,0,1694,Y,1694,0,2,3,Gd,7,1,RFn,3,856,0,112,2007,322400
1689,12085,no,Inside,8,5,2007,2007,PConc,1004,730,Y,1734,0,3,3,Ex,7,1,RFn,3,928,0,0,2007,318000
1690,14333,no,Corner,8,5,2007,2007,PConc,1518,590,Y,2122,1,3,2,Gd,7,1,Fin,3,938,130,142,2007,345474
1691,14450,no,Inside,9,5,2006,2007,PConc,0,2121,Y,2121,1,2,3,Ex,8,1,Fin,3,732,124,240,2007,415298
1692,13641,no,Inside,9,5,2007,2007,PConc,1304,630,Y,2656,1,3,3,Ex,8,1,RFn,3,1040,268,58,2007,492000
1693,13440,no,Inside,8,5,2006,2007,PConc,0,1108,Y,2550,1,2,4,Ex,11,1,Fin,3,670,120,39,2007,338931
1694,15431,no,Inside,10,5,2005,2006,PConc,1430,564,Y,2046,1,3,2,Ex,7,2,Fin,3,878,188,240,2007,450000
1695,14154,no,Corner,7,5,2006,2006,PConc,0,1063,Y,2172,1,2,3,Gd,9,1,RFn,3,947,192,62,2007,280000
1696,13891,no,Inside,9,5,2007,2007,PConc,1812,740,Y,2552,0,3,3,Ex,8,2,Fin,3,932,130,28,2007,479069
1697,14226,no,Corner,8,5,2006,2006,PConc,0,1935,Y,1973,0,2,3,Gd,9,1,Fin,3,895,315,45,2007,395000
1698,13693,no,Inside,9,5,2006,2006,PConc,0,2153,Y,2643,1,2,3,Ex,9,1,Fin,3,694,414,84,2007,380000
1699,11428,no,Inside,8,5,2006,2006,PConc,0,1626,Y,1634,0,2,3,Gd,7,1,RFn,3,866,0,44,2007,250000
1700,14977,no,Inside,8,5,2006,2007,PConc,1350,626,Y,1976,0,3,2,Gd,7,1,RFn,3,908,250,63,2007,440000
1701,13654,no,CulDSac,9,5,2005,2006,PConc,0,1704,Y,2758,1,2,4,Ex,9,1,Fin,3,814,282,55,2007,418000
1702,17169,no,CulDSac,10,5,2007,2007,PConc,1684,636,Y,2290,1,4,2,Ex,7,1,Fin,3,1174,192,30,2007,500067
1703,16659,no,Corner,8,5,2007,2008,PConc,0,1582,Y,2152,1,2,3,Gd,7,1,Unf,2,728,0,368,2007,260116
1704,9591,no,Inside,8,5,2004,2005,PConc,0,1143,Y,2473,1,2,4,Gd,9,1,RFn,3,852,192,151,2007,317000
1705,9709,no,Inside,8,5,2007,2007,PConc,778,140,Y,2100,1,3,3,Ex,8,2,Fin,3,786,172,104,2007,319500
1706,10562,no,Inside,8,5,2007,2007,PConc,1288,294,Y,2161,1,2,3,Ex,8,1,Fin,3,789,178,120,2007,325624
1707,13615,no,Corner,9,5,2006,2006,PConc,0,1802,Y,1802,1,2,3,Ex,7,1,Fin,3,843,158,105,2007,372000
1708,13069,no,Inside,8,5,2004,2004,PConc,0,1706,Y,2956,1,2,5,Ex,11,1,RFn,3,916,194,50,2007,342000
1709,12099,no,Inside,8,5,2004,2004,PConc,970,166,Y,2468,1,3,4,Gd,10,1,Fin,3,872,184,154,2007,354000
1710,14277,no,Inside,8,5,2003,2003,PConc,938,379,Y,2385,1,3,3,Gd,7,1,Fin,3,818,192,228,2007,350000
